frobenius_error,diag_similarity,rewards,orthonormality_error,action_magnitudes,improvement_rate
1.0350189091208637,0.5907196295640735,-0.00039018918,9.301667646715656e-17,0.13848217,0.0
1.165558718144959,0.6313412111720083,-0.00035401617,1.0934772510695618e-16,0.12183908,-0.13053980902409523
1.2185180426112314,0.30440929789610793,-0.00042107608,9.885976377987767e-17,0.12676495,-0.052959324466272495
1.288826546424676,-0.31560476973129026,-0.00042322435,1.3134750112765865e-16,0.11082337,-0.07030850381344456
1.232929253058402,-0.7870368520763233,-0.0004343355,1.230774092603253e-16,0.11823779,0.055897293366274026
1.217144350590986,-0.9359899646652221,-0.00046465572,1.23429106561724e-16,0.11270538,0.01578490246741593
1.2508710743542748,-1.1916581538949016,-0.00044157373,1.1617268482801558e-16,0.116273396,-0.03372672376328878
1.3525660089283804,-1.2813949475094497,-0.00048909435,1.0987205535088198e-16,0.11911645,-0.10169493457410561
1.1380494963150205,-1.6259063781906997,-0.0004571313,7.770365381372023e-17,0.13065751,0.2145165126133599
1.360946552283004,-1.9988633461152099,-0.00048190972,9.158999191325595e-17,0.12336248,-0.22289705596798348
1.2380009976902935,-2.1396466562961978,-0.0004827783,1.1014755914549472e-16,0.10734123,0.1229455545927105
1.3117715348667596,-2.170464133375336,-0.00048615763,1.1896721468068414e-16,0.12228119,-0.07377053717646609
1.4297432257396339,-2.6431846525086344,-0.0005072041,1.1250397785445052e-16,0.13882408,-0.11797169087287429
1.2772488903209063,-2.8830851200392726,-0.0004835336,8.366398092770228e-17,0.1230645,0.1524943354187276
1.3527343687802516,-3.126620262149947,-0.00049967057,8.693974682775848e-17,0.09912438,-0.07548547845934528
1.4809286483912414,-3.4500990738516366,-0.00050370255,9.089629325925349e-17,0.09848737,-0.12819427961098984
1.2107461366572603,-3.259047011051053,-0.0004959947,9.214956419975941e-17,0.1251932,0.2701825117339811
1.2317586034018835,-3.472040678524455,-0.0004816612,9.9933687045855e-17,0.1250292,-0.021012466744623204
1.2232871238409033,-3.8084295385807856,-0.00048643962,8.943820371536389e-17,0.12115797,0.008471479560980155
1.3149901252851082,-3.72245411758919,-0.0005075944,1.158767578158931e-16,0.12570448,-0.09170300144420485
1.3989769825186056,-3.779094317678103,-0.00052157865,1.0655160369653306e-16,0.11666047,-0.08398685723349741
1.125068564728653,-3.6053817191478252,-0.00049331994,1.3972097216347608e-16,0.11265537,0.2739084177899527
1.3627511130814491,-3.60602538827815,-0.0005248471,1.2121113519846088e-16,0.11172141,-0.23768254835279623
1.2006929395119879,-3.5373452613658936,-0.00048698176,8.494649518818683e-17,0.10312882,0.16205817356946128
1.2244383868499016,-3.64713788478815,-0.0005114509,8.179250270680948e-17,0.12372861,-0.023745447337913728
1.252646672334747,-3.6797608696309325,-0.0005292832,1.105042996882445e-16,0.12074992,-0.02820828548484533
1.2916918433239506,-3.3921948584277866,-0.0005583501,9.58817937113618e-17,0.1318237,-0.03904517098920368
1.258748832992793,-3.397329461055514,-0.0005139174,1.0782508587315823e-16,0.114886075,0.03294301033115765
1.330043733958528,-3.7306443044357414,-0.00054853334,1.2852074345271883e-16,0.12212739,-0.0712949009657351
1.3758961829647052,-3.758421404753877,-0.0005798237,9.854281356971796e-17,0.11726194,-0.04585244900617713
1.3784644895051001,-3.899633995905246,-0.00056613126,1.0900259313293808e-16,0.11517383,-0.002568306540394971
1.3458267437653277,-3.738720055405241,-0.000570796,1.2330158422407145e-16,0.11386782,0.032637745739772406
1.3651595201640998,-3.5910130903608026,-0.0005976559,1.0629153085674041e-16,0.10825824,-0.019332776398772067
1.4039764893455318,-3.454195901492162,-0.0005592249,1.4726351850316994e-16,0.12121892,-0.03881696918143196
1.4388833187698051,-3.455847156579167,-0.000605035,1.0709121678610054e-16,0.122364916,-0.03490682942427337
1.479262444015408,-3.5125155875669396,-0.00062449946,1.1421587469080822e-16,0.1305277,-0.04037912524560294
1.3962953337738973,-3.584923613631986,-0.0006246919,1.4320042986339935e-16,0.12718302,0.08296711024151082
1.471044988467311,-3.666527735267535,-0.00064505613,1.1144948977097993e-16,0.12050797,-0.07474965469341366
1.4731087821017905,-3.775725919644014,-0.0006438297,1.328238471480609e-16,0.12569177,-0.002063793634479616
1.5495717312631325,-4.16807344420341,-0.00066080433,1.235306676256067e-16,0.12618373,-0.076462949161342
1.593668169735033,-4.035036951618411,-0.0006605432,1.2086090386192444e-16,0.12393814,-0.04409643847190048
1.670489668351643,-4.4409913020185945,-0.0007009067,1.1738498721750663e-16,0.13252147,-0.07682149861661003
1.7616246905822999,-4.361757720239076,-0.00070201996,8.99126796450845e-17,0.124085285,-0.09113502223065684
1.7658280242735431,-4.564185404687672,-0.0007083098,8.542277944394106e-17,0.12871136,-0.004203333691243261
1.7363667955287563,-4.904075285011299,-0.00069872267,1.1175846048760168e-16,0.12107461,0.02946122874478685
1.7346114979941505,-5.251612947645782,-0.0007188948,1.2174924178724272e-16,0.1328702,0.001755297534605793
1.7436984041744377,-5.316946886138286,-0.00073520665,1.158903894066224e-16,0.11537274,-0.00908690618028718
1.7906519120740259,-5.727713103369915,-0.00075318327,1.0140755319043929e-16,0.12850913,-0.04695350789958819
1.8144360948127578,-5.967484386698325,-0.0007421988,9.775587071684354e-17,0.12908375,-0.02378418273873195
1.898034541220199,-6.211445037440606,-0.00076317287,7.760108668858612e-17,0.119316496,-0.0835984464074413
2.0169999551793434,-6.654994197635998,-0.0007464279,1.1830325496857679e-16,0.13006623,-0.11896541395914428
2.1418587799680635,-6.44381621641579,-0.0008024915,8.651457195691464e-17,0.1459763,-0.12485882478872012
2.1299516014257005,-6.563472152339795,-0.00079768663,8.550069624166127e-17,0.1309229,0.011907178542363006
2.1332093260865985,-7.281114758526709,-0.0008109218,1.0605272883448924e-16,0.13918574,-0.0032577246608980204
2.2173353234598516,-7.484299909236681,-0.00080807786,1.0968996601870163e-16,0.11133173,-0.0841259973732531
2.5162742469170416,-7.768266448235719,-0.00082931627,8.083645670549899e-17,0.10946517,-0.29893892345719
2.451508370211052,-7.946866133113028,-0.00082054303,8.402371041121775e-17,0.114950925,0.06476587670598954
2.4814591523471163,-8.123332935824488,-0.0007990881,1.2131706012890495e-16,0.11624007,-0.02995078213606428
2.616437793467483,-8.508048316703576,-0.00085732574,1.3832002636327677e-16,0.12602456,-0.13497864112036684
2.428466947112377,-8.976431455850495,-0.00084122043,9.657703250801037e-17,0.12748937,0.18797084635510597
2.557651759735918,-9.386486652660237,-0.0008441926,1.2362024986995017e-16,0.122703314,-0.12918481262354087
2.389543383570752,-9.675409026701937,-0.0008481833,1.0668668625928415e-16,0.12855227,0.16810837616516627
2.4037503960704196,-10.02147754670792,-0.00084047514,1.3464530105663958e-16,0.11400339,-0.014207012499667826
2.3990779162392144,-10.26823729506248,-0.0008668105,1.475394948213881e-16,0.12408859,0.004672479831205223
2.4075327801640407,-10.509290437885955,-0.0008632587,8.972271734398867e-17,0.11231943,-0.008454863924826306
2.3769564877821217,-10.733276642236508,-0.0008482878,9.942362816363249e-17,0.12034203,0.030576292381919057
2.398608754476441,-10.954020079152814,-0.00087692286,1.1154388437070507e-16,0.12418133,-0.021652266694319522
2.399140209975322,-11.1817404239922,-0.0008768048,1.0547561544502075e-16,0.110638775,-0.000531455498880895
2.53429135691752,-11.388628728724616,-0.0008651831,1.0530171384636724e-16,0.120773494,-0.13515114694219799
2.5312363139216343,-12.245135624159426,-0.00091950456,1.179365598365157e-16,0.12576818,0.0030550429958857706
2.5313314893912993,-12.12981354098698,-0.00087188784,9.50285741919064e-17,0.11509641,-9.517546966497648e-05
2.5069049010137965,-12.157825690587199,-0.0008816655,1.385911807650047e-16,0.113360524,0.024426588377502778
2.4573589422515174,-11.84245209402513,-0.00088937226,1.2161177061386138e-16,0.13139707,0.049545958762279074
2.555555840419024,-11.577067946613997,-0.00087594974,1.2800731518775839e-16,0.12622003,-0.09819689816750676
2.4216144389538456,-11.031553926013585,-0.0008967136,9.777124307424568e-17,0.12493844,0.13394140146517852
2.8599365193569857,-10.993936390805539,-0.0009521893,1.2403520667846134e-16,0.12020222,-0.43832208040314
2.8772145244160376,-10.700724504690935,-0.00097415375,1.1865448442719175e-16,0.11169654,-0.01727800505905197
2.9147287077436204,-10.638501897613967,-0.0009830843,1.212249397115341e-16,0.10938591,-0.03751418332758272
2.9204833862282986,-10.658292354679494,-0.0009800604,8.211725442931319e-17,0.12613687,-0.005754678484678255
2.884477043096538,-10.431394714698683,-0.0009836218,1.0392884152426282e-16,0.10995941,0.036006343131760765
2.5808686153084146,-10.459725162521007,-0.0009149669,1.4216363250069682e-16,0.10942467,0.30360842778812325
2.8623390229510175,-10.513659938782158,-0.0009767419,9.68711833707553e-17,0.11861428,-0.2814704076426029
2.7981637628954017,-10.474835750198197,-0.0009753596,1.0042882953664332e-16,0.13038927,0.0641752600556158
2.7021239384811944,-10.512960071768354,-0.0009758014,1.193774706415086e-16,0.12873583,0.09603982441420733
3.011245895576023,-10.267200895652525,-0.0010276388,1.0499315221384183e-16,0.117982864,-0.3091219570948285
2.767751896124906,-10.22701717479683,-0.0009781489,1.139731862086589e-16,0.11957289,0.24349399945111694
2.9803122735214522,-9.643651980471411,-0.0010461212,1.0097756150185499e-16,0.13374694,-0.21256037739654632
2.9998841339300144,-9.79822647687644,-0.0010157834,1.1872418943249472e-16,0.12754253,-0.01957186040856218
3.015236216514913,-10.263596760604182,-0.0010291135,1.394773614752502e-16,0.118446715,-0.015352082584898508
2.9027640727385684,-9.996244937869596,-0.0010215733,1.0449683443475609e-16,0.1366592,0.11247214377634451
3.071949174287323,-9.996360486409491,-0.001032365,1.2070520006651938e-16,0.12947953,-0.16918510154875444
3.076745838557225,-10.154259943673543,-0.0010458971,1.1322946579090932e-16,0.121998005,-0.004796664269901996
3.0358225971566433,-10.46200403812626,-0.0010483419,1.0827842183910149e-16,0.116899915,0.04092324140058157
3.180144322565184,-10.547027256919817,-0.0010796438,1.1675179586168962e-16,0.12277896,-0.14432172540854094
3.098633010579268,-10.473201495086876,-0.0010725082,1.0238312087053015e-16,0.11004856,0.0815113119859161
3.129283305772168,-10.753281461039386,-0.0010876918,8.033544807718218e-17,0.11213845,-0.030650295192899968
3.1689207644096125,-11.058742998758666,-0.0010937478,1.2104538512247365e-16,0.1297974,-0.03963745863744439
3.1526827677713922,-10.873122652663778,-0.0010975065,1.2237015770900352e-16,0.11330399,0.01623799663822023
3.1061067157206868,-10.369122767622901,-0.001104523,9.026493685731353e-17,0.12505026,0.046576052050705474
3.209903345999673,-10.342890158096287,-0.0011341306,9.638386330996648e-17,0.12825985,-0.10379663027898633
